crash_numb,city_town_name,crash_date,crash_severity_descr,crash_status,crash_time_2,year,max_injr_svrty_cl,numb_vehc,polc_agncy_type_descr,sptroop,age_drvr_oldest,crash_hour,first_hrmf_event_descr,ambnt_light_descr,manr_coll_descr,road_surf_cond_descr,numb_fatal_injr,weath_cond_descr,hit_run_descr,most_hrmfl_evt_cl,speed_limit,lat,lon
4596354,CAMBRIDGE,09/15/2018,Non-fatal injury,Closed,19:49:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,25-34,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36272287,-71.08993201
4596349,CAMBRIDGE,09/15/2018,Non-fatal injury,Closed,05:34:00,2018,Non-fatal injury - Possible,1,Local police,NA,45-54,05:00AM to 05:59AM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.38087441,-71.11639549
4594769,CAMBRIDGE,09/10/2018,Non-fatal injury,Closed,06:40:00,2018,Non-fatal injury - Incapacitating,1,Local police,NA,25-34,06:00AM to 06:59AM,Collision with pedestrian,Daylight,Head-on,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36968709,-71.1180623
4594604,CAMBRIDGE,09/13/2018,Non-fatal injury,Closed,12:29:00,2018,Non-fatal injury - Incapacitating,1,Local police,NA,55-64,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Wet,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37738235,-71.13371106
4594602,CAMBRIDGE,09/12/2018,Property damage only (none injured),Closed,13:50:00,2018,No injury,1,Local police,NA,35-44,01:00PM to 01:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Wet,0,Rain,No hit and run,V1:(Collision with pedestrian),25,42.38174578,-71.1197983
4594597,CAMBRIDGE,09/12/2018,Non-fatal injury,Closed,09:31:00,2018,Non-fatal injury - Possible,1,Local police,NA,65-74,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Wet,0,Rain,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37445938,-71.12192917
4594596,CAMBRIDGE,09/11/2018,Property damage only (none injured),Closed,15:57:00,2018,No injury,1,Local police,NA,55-64,03:00PM to 03:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3653911,-71.10661382
4606715,CAMBRIDGE,10/05/2018,Fatal injury,Closed,18:48:00,2018,Fatal injury (K),1,Local police,NA,45-54,06:00PM to 06:59PM,Collision with pedestrian,Dusk,Angle,Dry,1,Clear,No hit and run,V1:(Collision with pedestrian),25,42.35912283,-71.11106699
4609399,CAMBRIDGE,10/11/2018,Non-fatal injury,Closed,22:34:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,25-34,10:00PM to 10:59PM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Wet,0,Rain/Cloudy,No hit and run,V1:(Collision with pedestrian),30,42.37428128,-71.12545155
4609449,CAMBRIDGE,10/14/2018,Non-fatal injury,Closed,18:26:00,2018,Non-fatal injury - Possible,1,Local police,NA,65-74,06:00PM to 06:59PM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian),25,42.39467006,-71.14130757
4612214,CAMBRIDGE,10/15/2018,Non-fatal injury,Closed,08:30:00,2018,Non-fatal injury - Possible,1,Local police,NA,NA,08:00AM to 08:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Wet,0,Cloudy/Rain,"Yes, hit and run",V1:(Collision with pedestrian),25,42.36272287,-71.08993201
4612218,CAMBRIDGE,10/16/2018,Non-fatal injury,Closed,10:41:00,2018,Non-fatal injury - Non-incapacitating,2,Local police,NA,35-44,10:00AM to 10:59AM,Collision with motor vehicle in traffic,Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car)) / V2:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37082573,-71.07839917
4612225,CAMBRIDGE,10/18/2018,Non-fatal injury,Closed,13:12:00,2018,Non-fatal injury - Incapacitating,1,Local police,NA,35-44,01:00PM to 01:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39368067,-71.12614164
4612233,CAMBRIDGE,10/20/2018,Property damage only (none injured),Closed,08:22:00,2018,No injury,1,Local police,NA,55-64,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36540004,-71.09107634
4615225,CAMBRIDGE,10/25/2018,Non-fatal injury,Closed,18:19:00,2018,Non-fatal injury - Possible,1,Local police,NA,55-64,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3678532,-71.10771355
4619438,CAMBRIDGE,11/07/2018,Property damage only (none injured),Closed,15:08:00,2018,No injury,1,Local police,NA,75-84,03:00PM to 03:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36829386,-71.08057389
4619439,CAMBRIDGE,11/07/2018,Property damage only (none injured),Closed,18:37:00,2018,No injury,2,Local police,NA,45-54,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car)) / V2:(Collision with motor vehicle in traffic)",25,42.36900299,-71.11026395
4619447,CAMBRIDGE,11/06/2018,Non-fatal injury,Closed,09:50:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,65-74,09:00AM to 09:59AM,Collision with pedestrian,Daylight,Head-on,Wet,0,Cloudy/Rain,No hit and run,V1:(Collision with pedestrian),NA,42.36928494,-71.11344805
4619992,CAMBRIDGE,11/08/2018,Non-fatal injury,Closed,17:56:00,2018,Non-fatal injury - Possible,1,Local police,NA,25-34,05:00PM to 05:59PM,Collision with pedestrian,Dusk,Angle,Dry,0,Cloudy,No hit and run,V1:(Collision with pedestrian),25,42.36706557,-71.07627192
4625442,CAMBRIDGE,11/15/2018,Non-fatal injury,Closed,10:31:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,55-64,10:00AM to 10:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Cloudy,No hit and run,V1:(Collision with pedestrian),20,42.38156427,-71.11630861
4625443,CAMBRIDGE,11/14/2018,Non-fatal injury,Closed,17:30:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,05:00PM to 05:59PM,Collision with pedestrian,Dark - lighted roadway,Head-on,Dry,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),20,42.37519969,-71.11224171
4625526,CAMBRIDGE,11/09/2018,Fatal injury,Closed,08:12:00,2018,Fatal injury (K),1,State police,H,45-54,08:00AM to 08:59AM,Collision with motor vehicle in traffic,Daylight,Angle,Dry,1,Not Reported,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.36888833,-71.0724134
4625689,CAMBRIDGE,11/20/2018,Non-fatal injury,Closed,19:50:00,2018,Non-fatal injury - Possible,1,Local police,NA,75-84,07:00PM to 07:59PM,Collision with pedestrian,Dusk,Angle,Wet,0,Cloudy/Rain,No hit and run,V1:(Collision with pedestrian),25,42.37183982,-71.10739686
4627898,CAMBRIDGE,11/21/2018,Property damage only (none injured),Closed,12:01:00,2018,No injury,1,Local police,NA,25-34,12:00PM to 12:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Wet,0,Rain/Rain,No hit and run,V1:(Collision with pedestrian),25,42.37085267,-71.07859781
4630056,CAMBRIDGE,11/26/2018,Non-fatal injury,Closed,21:25:00,2018,Non-fatal injury - Possible,1,Local police,NA,65-74,09:00PM to 09:59PM,Collision with pedestrian,Dusk,Angle,Wet,0,Rain,No hit and run,V1:(Collision with pedestrian),25,42.37434551,-71.11359783
4630057,CAMBRIDGE,11/27/2018,Property damage only (none injured),Closed,12:33:00,2018,No injury,1,Local police,NA,45-54,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Rear-end,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37469868,-71.10835483
4630063,CAMBRIDGE,11/28/2018,Non-fatal injury,Closed,12:12:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,45-54,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.373968669999996,-71.11277686
4630064,CAMBRIDGE,11/28/2018,Property damage only (none injured),Closed,19:49:00,2018,No injury,1,Local police,NA,35-44,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Angle,Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.35912281,-71.111067
4633152,CAMBRIDGE,12/03/2018,Non-fatal injury,Closed,08:44:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,65-74,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Wet,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39797722,-71.12961231
4643505,CAMBRIDGE,12/05/2018,Not Reported,Closed,09:55:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,09:00AM to 09:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Unknown,0,Unknown,"Yes, hit and run",V1:(Collision with pedestrian),25,42.36137286,-71.09993175
4643519,CAMBRIDGE,12/09/2018,Non-fatal injury,Closed,19:42:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,25-34,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,NA,NA
4643521,CAMBRIDGE,12/10/2018,Property damage only (none injured),Closed,14:50:00,2018,No injury,1,Local police,NA,65-74,02:00PM to 02:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37372801,-71.10081851
4643629,CAMBRIDGE,12/03/2018,Non-fatal injury,Closed,13:04:00,2018,Non-fatal injury - Possible,1,Local police,NA,75-84,01:00PM to 01:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian),25,42.36830199,-71.10175008
4643640,CAMBRIDGE,12/13/2018,Non-fatal injury,Closed,18:32:00,2018,Non-fatal injury - Incapacitating,1,Local police,NA,35-44,06:00PM to 06:59PM,Collision with pedestrian,Dusk,Angle,Dry,0,Cloudy,No hit and run,V1:(Collision with pedestrian),25,42.37241057,-71.09066164
4643653,CAMBRIDGE,12/16/2018,Property damage only (none injured),Closed,11:14:00,2018,No injury,1,Local police,NA,55-64,11:00AM to 11:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Unknown,Dry,0,Cloudy/Cloudy,No hit and run,V1:(Collision with pedestrian),25,42.39393868,-71.12640979
4602907,CAMBRIDGE,09/14/2018,Non-fatal injury,Closed,16:17:00,2018,Non-fatal injury - Incapacitating,1,State police,H,65-74,04:00PM to 04:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),35,42.35905276,-71.08677501
4603629,CAMBRIDGE,09/27/2018,Non-fatal injury,Closed,09:15:00,2018,Non-fatal injury - Non-incapacitating,1,State police,H,25-34,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.35905276,-71.08677501
4604174,CAMBRIDGE,10/02/2018,Non-fatal injury,Closed,09:05:00,2018,Non-fatal injury - Non-incapacitating,1,State police,H,55-64,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Wet,0,Rain,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.36913107,-71.0731126
4606668,CAMBRIDGE,10/04/2018,Property damage only (none injured),Closed,13:00:00,2018,No injury,1,Local police,NA,NA,01:00PM to 01:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Unknown,Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37305611,-71.12111774
4606669,CAMBRIDGE,10/04/2018,Property damage only (none injured),Closed,18:52:00,2018,No injury,1,Local police,NA,45-54,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,"Sideswipe, same direction",Dry,0,Clear/Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37011541,-71.11293419
4606685,CAMBRIDGE,10/09/2018,Non-fatal injury,Closed,18:18:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,45-54,06:00PM to 06:59PM,Collision with motor vehicle in traffic,Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.35949177,-71.10100248
4607943,CAMBRIDGE,10/10/2018,Non-fatal injury,Closed,11:37:00,2018,Non-fatal injury - Possible,1,Local police,NA,35-44,11:00AM to 11:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38916217,-71.14599829
4612219,CAMBRIDGE,10/15/2018,Property damage only (none injured),Closed,22:15:00,2018,No injury,1,Local police,NA,65-74,10:00PM to 10:59PM,Collision with pedestrian,Dusk,Angle,Dry,0,Cloudy,No hit and run,V1:(Collision with pedestrian),25,42.37483135,-71.11445676
4612229,CAMBRIDGE,10/18/2018,Property damage only (none injured),Closed,18:38:00,2018,No injury,1,Local police,NA,25-34,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39179969,-71.12384045
4613677,CAMBRIDGE,10/19/2018,Non-fatal injury,Closed,19:37:00,2018,Non-fatal injury - Non-incapacitating,1,State police,H,18-20,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Angle,Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",35,42.35703916,-71.0925021
4613949,CAMBRIDGE,10/23/2018,Non-fatal injury,Closed,19:09:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36298111,-71.09361146
4617484,CAMBRIDGE,11/02/2018,Non-fatal injury,Closed,15:28:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,75-84,03:00PM to 03:59PM,Collision with pedestrian,Daylight,Head-on,Wet,0,Rain,No hit and run,V1:(Collision with pedestrian),25,42.37334468,-71.122917760000007
4617645,CAMBRIDGE,10/23/2018,Non-fatal injury,Closed,16:25:00,2018,Non-fatal injury - Non-incapacitating,1,State police,H,55-64,04:00PM to 04:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3614846,-71.11594578
4617793,CAMBRIDGE,10/31/2018,Non-fatal injury,Closed,08:05:00,2018,Non-fatal injury - Incapacitating,1,Local police,NA,45-54,08:00AM to 08:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear/Other,No hit and run,V1:(Collision with pedestrian),25,42.37045618,-71.11448832
4617794,CAMBRIDGE,10/31/2018,Non-fatal injury,Closed,10:18:00,2018,Non-fatal injury - Incapacitating,1,Local police,NA,21-24,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37338275,-71.11948269
4617795,CAMBRIDGE,10/31/2018,Non-fatal injury,Closed,15:17:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,25-34,03:00PM to 03:59PM,Collision with pedestrian,Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37338549,-71.09810612
4619990,CAMBRIDGE,11/08/2018,Non-fatal injury,Closed,09:50:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,21-24,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39308197,-71.12547617
4620158,CAMBRIDGE,11/08/2018,Property damage only (none injured),Closed,08:50:00,2018,No injury,1,Local police,NA,45-54,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36258456,-71.0881473
4621927,CAMBRIDGE,11/13/2018,Property damage only (none injured),Closed,11:36:00,2018,No injury,1,Local police,NA,45-54,11:00AM to 11:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Wet,0,Rain/Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37452603,-71.10706146
4625453,CAMBRIDGE,11/19/2018,Property damage only (none injured),Closed,09:15:00,2018,No injury,1,Local police,NA,NA,09:00AM to 09:59AM,Collision with pedestrian,Daylight,Angle,Wet,0,Rain,"Yes, hit and run",V1:(Collision with pedestrian),25,42.3643045,-71.0914095
4627912,CAMBRIDGE,11/25/2018,Non-fatal injury,Closed,16:40:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,45-54,04:00PM to 04:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,"Sideswipe, opposite direction",Wet,0,Rain,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.35818886,-71.09308917
4631743,CAMBRIDGE,11/29/2018,Non-fatal injury,Closed,22:36:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,21-24,10:00PM to 10:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36197951,-71.09795381
4631745,CAMBRIDGE,11/30/2018,Non-fatal injury,Closed,10:36:00,2018,Non-fatal injury - Possible,1,Local police,NA,35-44,10:00AM to 10:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36559134,-71.104007
4634240,CAMBRIDGE,12/04/2018,Non-fatal injury,Closed,07:50:00,2018,Non-fatal injury - Non-incapacitating,1,State police,H,55-64,07:00AM to 07:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.36885008,-71.07229974
4639246,CAMBRIDGE,12/05/2018,Non-fatal injury,Closed,11:55:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,45-54,11:00AM to 11:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36228828,-71.08381815
